text,label
"we`re one, but we`re not the same, we get to carry each other",neutral
 cool thanks for the response.  I`ll check out that Firefox!,positive
 A pues bien small world small world. yo amo a la chiquita esa. she is such a great friend.,positive
i got no followers i only have like 2  someone follow Me please?,neutral
Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum,neutral
Will not work without connecting to an account.,negative
Wile installing on my Note 9 it imported / shows promptly each allready existing entry from each of my Calendars. But It does not import / synchronize any new entry ( via any calendar ). (  Within Android I already removed the app from being affected by the Battery saving-option ) ( 'Close the Demo' pop-up is not present ) Thank You very much for helping out because this way of visualization by merging Agenda and Clock-face is how my mind needs it (used it many years ago and never found it back again as a contemporary app. If only I get it to work..,neutral
"my brain is gonna explode, a minute from now ) it is full of numbers @-) this should be the cliiimb. :-j i`m climbing the: mt. numbers.",negative
Had a great night! Tomorrow is mothers day,positive
" hey jesse, here`s your background  let me know what you think! http://tinyurl.com/cf2yuj",neutral
has made herself officially unavailable to her best friend,negative
"$900 cheque to cash tomorrow, why I didn`t get it in the bank I have no idea. Feel safe to get the 500D now though  woooo",positive
" HAHAHAHAHAHHAAAA god Randy, I miss you!  hope you`re having a great time buddy! catch a wave for me",neutral
Today was eventful...,positive
I like it. It's quite easy to use. Would it be possible to sync data between devices? That would be a lovely plus!,positive
" well it sounds delicious! i`ll be laying out on my patio tom, sans pool!  Enjoy your burgers!!",positive
"The free version was great until now, but since they added advertisements to it (e. g. forced to watch an ad after creating an appointment) I cannot recommend it anymore, it is absolutely annoying, the Google calendar is the better alternative now.",negative
"_Phatass hopefully you`re up before 8, as meeting is at 8",positive
 does that mean your going to block me?,neutral
My son had surgery yesterday so mommy and son time won`t be as long today,negative
sleep? what`s sleep again? I`ve seem to have forgottten the meaning. too much on my mind. or it`s just my usual insonmia.,neutral
At walmart playing hide and seek.,neutral
"Terribly unethical company! They bought the old task management system I was using, Gtask, which I'd bought I lifetime subscription for, then they took away the automatic sync feature making it useless and told me to download the premium tick tick version of the app never telling me that in doing so it would automatically opt me into a premium $3 a month subscription just to get the features I'd already bought. How google allows this type of predatory behavior is beyond me.",negative
"_TheMovie That`s what I get for writing up my Halloween interview w/ Danielle Harris. Darn, I was too late for the contest!",negative
@_handz_ it was quiet.... unfortunatly but what the hell it`s good the chill out too right?,neutral
 Yum. Thanks.  Just getting dressed and waiting for my washing to finish so I can hang it up.  I`ll text you when I set off,positive
This has replaced my paper planner (and I am addicted to it)! The most amazing app and product ever!,positive
Rewarding myself with dinner at American Dream pizza on the rooftop terrace. Perfection  got 7 pages done on the prospectus!!,positive
"Fantastic app, it helped me develop a good study habit of remaining focussed and taking positive breaks in moderation.",positive
Thank you all once more for all your lovely birthday messages,positive
watching because i said so! happy mothers day!,positive
"After many years of Android, finally found the perfect task app. Plenty of category and reminder options, and seamless sync to the cloud with a web based interface.",positive
Could you please add the option to repeat the tasks?,neutral
"This is the best E-commerce site, I hope you`ve watched the big bang theory. http://www.pennyblossoms.com/ Please hit 'buy now'",positive
My dead grandpa pays more attention to me than you do,negative
" Should work fine, as far as I know. *shrug*   Maybe send a tweet to ?",neutral
" yes yes I AM, networking **** to the fullest.......and this girl is rih next to me",neutral
on my way to work! I am gonna miss general hospital,negative
 I miss you...  come over and say bye before I leave!!,negative
is off to work,neutral
just an unwanted extension of calendar,negative
Wishing everyone a Happy Mother`s Day.  xoxo,positive
KICKIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ,negative
 Congrats on the tax refund.  Those are always nice.,positive
 yes but they hate it when we do it...silly boys,negative
" btw, i am actually just trying to get my own lazy bottom in gear.  Me lots to do to and still not dressed !",neutral
"This app cannot be useful to me until it works with DAV synchronized task lists. For some reason it is able to load calendars from the DAVx app, but not Tasks.",neutral
Easy to use and very flexible.,positive
It's 👍,positive
I wish I could be AT work as opposed to being wit the kids cuz it`s the hardest job eva,negative
" hahaha this is super late, but thank you!!",neutral
"Good functionality and integration with Gmail, alerts work as they should. Have used it for nearly 6 months with no problems.",positive
not at all happy...dont know what the reason is,negative
Looks cool but I do not find it actually helpful unless you write down everything you do every hour every day.,neutral
" yup, studying. At least I`m trying to. Trying to let the stuff I read enter my brain permanently.",neutral
"Feeling so rough today, just want a cuddle and some sleep",negative
so far so good,positive
 i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?,positive
 me too dawg  thanks so much!,positive
"Yep, this is about as 'boonies' as it gets, if you look at the map   In transition. Gotta find a place and a job. - http://bkite.com/07kjR",neutral
I smashed my pinky in julia`s car door... **** my life...,negative
Cinema tonight  it is half the price on Monday ;),positive
"  caww that sounds good, I hope you`re right",positive
Its still asking me in an ad on the app to upgrade.  Not cool!,negative
Hyper masculine tone is very off-putting and irritating. Hint to developers: Women try to change habits too! At least give us the option of just having hints in our own words...,negative
This planner pro is very nice and better for you time schedule,positive
Cleaning up the kitchen &watching the Royals play,positive
Great Concept,positive
" I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too .",positive
I like it so far,positive
ughhh seriously hung over,negative
"Wow, it`s so early. Just had the best conversation.",positive
"   I sent my donation to #Eric and wanted to put the banner on, but my avatar disappeared when I tried ~",neutral
 Don`t know yet  Lemme know if you come up with something though.,neutral
"'Next time, I'll call myself Nike'",neutral
 I feel like a Truck just hit me too! I also Resemble a man hit by a truck!,negative
SIMPLE AMAZING!! If you want to change a habit for a good one use this app. Life changing!!!,positive
 Naw forget it then. I will only if u take them,neutral
"I miss the Today, Week & All shortcuts that Wunderlist had at the top. The Planned replacement is not as easy to view or follow my week ahead at a glance. The automated transfer seems to have worked well so far. UPDATE: Sharing lists previously shared with my wife now creates a double so that needs to be fixed ASAP. Wunderlist would randomly delete scheduled reminders in bulk, hopefully To Do has put a stop to that.",neutral
"uup  morning, off to school. see ya ****",neutral
I want to buy this great album but unfortunately i dont hav enuff funds  its 'long time noisy',negative
The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.,negative
 oh yeah...haven`t seem that in ages!! got to watch that soon!! thanks for reminding me!!,positive
"At this point, I`m gonna be left here with only Tommy. He is no prize.",negative
I have enjoyed using the app. I like that you can plan to do something and it's tossed into the void or tossed into a bucket for planning later I wish I could hide buttons related to premium features but once you get used to what is what you can avoid them,positive
"This app sucks its slow and they make you pay to make checklists which is 
ridiculous",negative
"Paid for pro since I use this app almost exclusively. All my other calendars are integrated into it. I use it daily for events, tasks, and reminders.",positive
Although it's very helpful but make a navbar of all the lists or try to show all the lists in list format when we open the app so that we can see which lists are there,positive
"My wife and I used Wonderlist for years to share grocery lists, to-do's, packing lists, etc. The transition into Microsoft To Do could not have been more painful. Duplicate imports and no sharing between work/personal accounts made the move harder than it should be. But the most frustrating thing? I can no longer click and drag to order items in a list!! I be in the grocery store runnin around like a psycho cuz my list be all scrambled. And that's before I even look for toilet paper.",negative
"It`s so hard to keep up with everything! There`s the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",negative
haha wow there`s a song called `hit me on twitter` lmao. okay g`night,positive
Does what it says and well ave doesn't try to be anything else. Easy interface to use. I have been using this for years and never had any issues and recently upgraded to premium.,positive
"Absolutely terrible. I have a 30 something list of daily tasks to keep track of that are set to repeat. It was very tedious & time consuming to set up with in the first place, but after several days at random points some items would not renew. Not all at once and no discernible pattern as to the tasks it stopped renewing. They show that they are still supposed to repeat daily and they were last checked off several days ago, and will not show up on the list for today. 0/5 stars",negative
 when it rains it pours - how true is that? I`m so sorry  I hate those kinda times.,negative
 OMG that is toooo funny!,positive
"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",positive
Exhausted after coming home from a swim this morning! It`s more tiring than I remember! HAPPY MOTHERS DAY,negative
 my love!!! We still havn`t done lunch together like we said we would.. I miss you my friend,neutral
sad ending to the softball season.,negative
" yeah. because i`ll have to go tomorrow morning and get picked up early sunday, so i see no reason to go the whole weekend",neutral
" that sounds pretty sweet, you too must be loving it! yeah man that sounds cool, keen for that",positive
"Oh man, I feel sick. As in I might have contracted a cold... maybe from the kids` slobber on Thursday",negative
Now I like #startrek. Personal feels that #Startrek movie is better than #xmen.,neutral
Turned my alarm off this morning because I thought it was Saturday. Had to rush to get ready for work because its def not Saturday   #FAIL,negative
"Really good at what it does, but I've asked for support for what seem to be glitches transferring data between devices twice and gotten nothing back. That's frustrating.",positive
"I`d respond, if I were going",neutral
at school right now,neutral
I chopped a fringe in last night got tired of having it hang in my eyes. Made a mess,negative
"HANDS DOWN ""THE BEST!"" If you have a laundry list of ""TO DO"" items on your list, this app is absolutely the best that I have found that keeps all of them nice and compact in one very user friendly interface.",positive
"Doesn't let you say you did something yesterday, which is for me a big deal, as I browsed the options looking for a way to do that almost everything was only a premium option",negative
App is good but it could have better,neutral
"@_AislinnTighee bhaha, its a teenage nightclub and i am at home when im supposed to be there. they had no **** license. no more touch",negative
 LOL  I know what ya mean. Watching everyone else act a fool is much better the  not remembering acting a fool yourself,positive
 and the grease drip pan doubles as a butter dish (in a pinch),neutral
 I want some....LOL  I got the coffee ha ha,neutral
did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks,neutral
Sync isn't working. No response to emails. No updates for ages.,negative
Seems like i`m the only person over here doing postal voting for the upcoming election ... been there already twice to get the documents,neutral
Can`t wait for SYTYCD tour with Ashleighhh & Izzayyy,neutral
need suggestions for a good IR filter for my canon 40D ... got some? pls DM,neutral
I will not be late.  I will not be late.  I will not be late.,positive
"Simple and intuitive. I don't even know for sure how long I've been using TickTick, but at the time I tried multiple free to-do list apps, and this one was by far my favorite. It allows my tasks to auto reset on a schedule of my choice. I get reminders for the day, but can also set reminders ahead of time (down to a specific time of day if preferred).",positive
My lower-left molar stings whenever it comes into contact with sugar of any sort,neutral
I lost count   sorry I let u down...,negative
okay fine. i`ll start studying NOW. bye twitter world,neutral
" That sounds good, too!",positive
 lol. I see what you did there.,positive
He will be here in less than hour,neutral
Listening to Weightless by All Time Low. Thanks to  for making me listening to it!,positive
Upsidedown tomato plants died!,negative
"yesterday was fun.. 1st concert of the year [i know, i`m late xD].. buena vista social club live FOR FREE..",positive
Where did I leave my Citeh jersey?,neutral
says I`m tutoring my cousin!  http://plurk.com/p/rpp57,neutral
"Allianz interview went well, got a rejection from MOD though  .... going to be a long weekend as I hear from Allianz on Monday",positive
 Happy Mother`s Day ~ Did you watch SNL?  If not U missed a hoot with Jimmy Fallon,positive
"Happy Mothers Day to all the Moms  It`s a tough job, but totally worth it!",positive
bit complicated in adding routines.. I didn't understood,neutral
I can`t I`m on my iPhone,neutral
Wonderful app,positive
HAPPY MOTHERS DAY!,positive
Counting the minutes when my dad`s g-friend is leaving,neutral
 i wish i could meet you once  do u think this will happen someday? :`(,negative
Is sitting in science freezing  four days (:,neutral
 It depends if you are having fun or not...,neutral
 Does it start tomorrow?  I was going to book Sam on that and forgot,negative
Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf,negative
19 days and counting,neutral
",:Mother, Happy Mother`s Day.... and to all Mom`s there......  God Bless yhaw all... ?",positive
Rarely(read never) do i write reviews but this app has been transformative for my life and productivity in general. The only issue i sometimes have is the custom song i apply to notifications doesnt always play,positive
this hot day is making me tired,negative
 feel better!   c`s been teething all week & its been rough...,neutral
the widget freezes a lot. the calendar is not intuitive to use.,neutral
pulling articles,neutral
 dr hook  awesome,positive
 Indeed. Have a nice week!,positive
 Boring? Who you been talking to? Lol not me  ( no ****),neutral
This is a great planner app. Only thing missing is the ability to rotate into portrait or even rotate 180 degrees.,positive
"I really like this app though I've only used it a week. I have some suggestions though, when I add a habit I'd like to add it for the week but not weekends. In Daily tasks I can + the same task more than once which is a bit like cheating, maybe add a pop up message that says ""you've already done that today"" 😊",neutral
Great app it's very quick to make notes,positive
 still sad about Samantha Who?,negative
"  LOL --> don`t mention it, my pleasure!!",positive
" My friend is a massive Beatles fan, and she wasn`t impressed",negative
Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live,neutral
"_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!",positive
i wish my drems could come true,positive
_longman yes i am.  but she didn`t follow me,negative
"Easy to use, free version is enough for my purposes",positive
http://naturalismo.files.wordpress.com/2008/01/elliott10.jpg my hero,neutral
 And I thank you.,positive
"Panda express, it`s been so long. I`ve missed you",negative
I`m such a chicken,neutral
GAWD!. If only that dream actually happened last night....,neutral
Those houses were a bust. House 1 smelled like a bowling alley and was maaad gross and house 2 needed a new roof and basement,negative
 Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons,neutral
 Oooh... that`s right by the zoo... think... in 2 months` time that could be our regular other meeting place,neutral
" Yeah--those pants are horrible!  Yeah--my wife loves the job.  She loves performing and kids, so it`s a good environment.",neutral
New top!  http://tinyurl.com/cyd3pp,neutral
I can`t figure out the empire puzzle.  Stuck at 36,negative
 awww i`m sorry  what kind of fish did you have?,negative
" it is very cheeky one, but nice too",neutral
i hate i hate i hate i hate i hate i hate mother`s day.,negative
"Love it! Lets you make multiple lists and lets you move items up and down to prioritize. Most useful out of several ""to-do list"" apps I've tried.",positive
 boo  you can come over and we`ll watch telenovelas and braid each others hair.,neutral
 Yeahhh you do that lol,neutral
" Would you travel to the UK for one?  The big US meets sound great, I`d love to go to one of those, so many furs & so much art",positive
will deplurk too. buhbyeee  http://plurk.com/p/rp3ir,neutral
So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks,negative
Happy Star Wars day!,positive
"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",positive
how r u feeling? and when r u guys coming back to canad?... come to vancouver!,neutral
is going to her last full day of school. life is good.,positive
Ok so Jeff looks like he has a black eye!!,neutral
Really helped me to level up my organizing and productivity! I wouldn't need all the premium features really tho.,positive
Yay! The playdate is back on but my van`s transmission is  dead,neutral
 Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.,neutral
"gots my beathing suit that i ordered from victoia`s secret. but i have to exchange the bottoms, so i have to wait another 2 weeks",neutral
Eatin nachos watchin the game.!  all i gOtta say is LebrOn is a Beast. ! dO anybOdy feel me.?,neutral
 Jealous I wanted see that film,negative
"Loaded up box of recyle stuff for Salvation Army,but took  corner too fast..everything is all over the back.Might have to recycle to dump",neutral
 morning Newt...hope you are well!,positive
just set up a new computer again. 15min. I love Norton Ghost.,positive
"Superb app. My one piece of advice for others would be to set low, reasonable targets for yourself and slowly increase them over time. Much better to start going to the gym twice a week, succeed and increase from there than to set the goal of 7 days a week and fail and become disheartened when you dont hit it. App is superb though.",positive
I had a super cool dream last night.  asked me and  to be on her show. Wooowww.  *hopes it will come true* ),positive
"A nice, userfriendly application to organise our To dos and reminders. But please try to add a seperate smart list and a widget called ""Today"" (and ""Week"" too), to view all our To Dos and reminders with today as due date. This is available in Wunderlist. Because of this one feature I would prefer Wunderlist, when compared to Microsoft To Do.",neutral
 morning!!!! happy #juddday,positive
easties you can go there anytime,neutral
"in santa clara a long way from hoe, well not that far. it sure seems like it.",neutral
Ive been passed out drunk for the passed couple of hours.  Good to go now,neutral
Gonna head into the shower now...  Going to a friend`s birthday party =],neutral
 that sucks!  how old are you actually?,negative
homeee! my feet are sore,negative
Happy Mother`s Day to all the moms out there! Just finished having lunch with my  relatives. I wuv you mommy and granny.  HAHAHA.,positive
" Sweet deal! I so want to see that movie! Methinks we may have to do a Star Trek movie night some time, hmm?",positive
Now I feel sick.,negative
 Maybe it had a hot date with a nice little Cesna.,positive
Mmmmmmmm... ? it in the morning,neutral
Getting stressed over a sortie tomorrow. And like I am really really stress..,negative
  i know. it sucks,negative
  I thought  was against licensing stores bc it takes away from the experience they want to provide,neutral
"idk wht hppen but every time i open the app it stated tht the app hs been 
blocked by system..idk y..btw im using oppo f1s",neutral
is up with a nasty cough i cant be sick i have a huge weekend ahead of me,negative
"Trying to open a .docx file on my virtual system while I`m under the dryer. But it only has Office 2007,",negative
sore throat. Planning the TET outing to Marwell though...good times,neutral
Trash dont waste ur time unless u want to pay for the things that should b free,negative
Woohoo..this is the day/week the Lord has made! Just remembered we get to wear jeans & chanclas all week!,neutral
Completely EXCELLENT Dave Matthews concert! Jason Mraz opened & I heard 'stay or leave' & 'crush' for the first time live,positive
Simple straightforward app,positive
"Hope everyone is okay, especially Americans who are affected by the fire or the Swine flu(h1n1) . OKay, I should pray for them",positive
This is an amazing app that helps the environment and helps you stay off your phone. So really its a win win,positive
going to bed soon,neutral
Mattcutts.com: Domain Umzug und neues Design http://redir.ec/iF2b ...,neutral
_Rain oh what the hell  way to tell me.,negative
_Polanco Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,positive
 hello you!  you should totally go to the biggest shopping center in Europe and we can go shopping together   ****,neutral
 cool np. It`s got me working on a series of designs.,positive
"Please bring back Wunderlist. The problem with To Do is that it's acting as a calendar app which I already have. I don't need daily tasks, reminders, add a date, etc. That's all wasted space for me but I can't get rid of it. I make lists with sub files of all kinds of info to keep at my fingertips (literally :) that's what makes Wunderlist so terrific.",negative
"math is all that is left for the day, then the DMV",neutral
" ...i`m sorry about you are still sick  u know most of them, AND i know that u will guess the 'pelzer present' ;-)",negative
 awe,neutral
"Pretty good and pleasing to the eyes, but it would be nice if there is a button to see tomorrow schedule like a quick overview",positive
They are unloading a Leopard Tank just next to my office window. Hope I didn`t piss off anyone,positive
Such a beautiful day...wish my bike hadn`t been run over by a car - hit and run.   #bikeTO,positive
 Woo Hoo! It`s time to play 'Name That Twune',neutral
"Gotta get up early to spend some time with my mommy before I go to work, so I`m off to bed. Goodnight twitter",positive
My twitterberry wont work on my friends and me,neutral
going to bed happy mothers day people,positive
No B2G1 for me.  Trying to save cash for next month`s vacation.,neutral
Goodnight all,positive
 love those ****,positive
"yay, just got my stuff from rygegrej.dk  Perfect tastes like banana and apple",positive
you know what it is to see people you love most in his country and could not get closer?,positive
chris sab and i = COMME ESTAS ****,negative
_2008 don`t be sorry  you can race for charity or just for fun. I do this one for fun.,positive
"I don`t dig emo **** or that, but I like this song sorry emo`s  ? http://blip.fm/~5jg0u",positive
Waiting the next release,neutral
its nice easy to use but has lots of functions,positive
" You lucky girl. Tell me all about it, `kay?",positive
I didn`t go to the gym today and I feel bad,negative
getting bored of walking up and down the stairs,negative
i basically want the world to kno that i have the BEST best friend    love her <3,positive
is watching neighbours!,neutral
Another long walk in the heat... I hate this...,negative
Omg ! BGT making me cry  . That wee girl  it`s soo sad.,negative
  I miss you,negative
You can`t take this feeling away from me<3. going to lay down & watch a movie.,positive
 didn`t have my camera with me  totally regretting it now!,negative
This song is a slap on you face!!  ? http://blip.fm/~5jib6,negative
 I couldn`t find any extendable ones.,negative
There are better alternatives.,negative
Got let go today,neutral
"Grrr, I can`t even practice Trumpet or vocals because my glands in my neck hurt too much! Guitar it is then.",negative
edited review,neutral
"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol",positive
 Good luck with the footage - none of the stations are breaking in live with it,positive
I shrunk my favourite cardigan.  Hubby said he`d buy me a new one. I practically lived in it and it`s gone. I shall say a few words ;),negative
Notifications are not persistent enough. I'd love to have the option of using my phones built in alarm to remind me of tasks. Please consider this functionality!,neutral
Don`t know who U R anymore!!!,neutral
_Mel thanks that was nice of u and I appreciate u,positive
Chilling with some tv quite bored at the moment,negative
I needed some help but the friendly team were quick to assist - thank you guys! I am really amazed at this feature-rich free version. This is a great quality app supplying you with a wealth of options to choose from - all the power is in your hands! Kudos to this passionate team!! TEN STARS!!,positive
"When someone edit your designs is called plagiarism right??, but what can you do??, I`m tired, exhausted and dissapointed",negative
 we will!  we shall meet somewhere between utah and indiana.,neutral
" hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  ****",positive
my little booboo is sick,negative
"will do it  in a  couple od days , when I have  more time.,  for  now  I   need to  get some sleep. Night Night  All.  Peace.!!!!",neutral
Just starting using it but i already LOVE IT!! It is an amazing app and it is so helpful.,positive
"wow i`m tired... going to bed, GOOD NIGHT",neutral
In KL now took wrong turn after Sg Besi now jam in city center,neutral
put ad on craigslist/Quebec 4 tan salad plates with bird drawings  can only do 1 area @ time. I still need 3 more. Got 2 at my Tuesday AM,neutral
madd bored,negative
Its a good app! I honestly dont mind that you need to have premium to get the themes. As long as there are no ads im fine! I just wish you could create a widget that you can see on your home screen. That would be so convenient!,positive
i have no swine flu! because of the temperature screening here i feel like a criminal with my cold.,negative
 Defo can`t wait we will have a nice afternoon and some music,positive
Omg going to die of swine flu when I go to Melbourne,negative
 Just read up on your Mom   Hope she`s okay!!,positive
"This app is a simple an elegant solution for tracking habits, it offers widgets as well as a nice simple interface for getting habits done. I guess if i had to complain I think i had an issue where if there was a task set to be complete x days a week it would not go away on the widget ever even if you had done the task the required amount of times a week, could have been my mistake however, otherwise great!",positive
 Oooo look who got a pic!  So much for swimming today,neutral
so much to do by 1 pm. i don`t think i`m going to get it all done,negative
 It`s already over? ****!,negative
 I`m learning to,neutral
 I was thinking the swine markets are in decline. But since we can`t say that anymore...,negative
"Buggy. Stuck with a connection to server error which seems ridiculous 
because all the app truly has to do is figure out what day it is and let 
you mark tasks off as complete. Nice concept, as it does make doing daily 
chores and setting goals a bit more fun to complete. But there's still a 
long way to go.",neutral
Sitting in boring **** litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.,negative
 diego? i know lo ame a jack,neutral
own 2nit but i cant go.,negative
" This early in the morning, they probably won`t even need much make-up",neutral
I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like,neutral
blastinggg music.,neutral
i just watched Marley & Me...i cried so hard!,negative
Wohoo! Going to see Eddie Izzard in December!,positive
@_YoureMyHeroine :`( i really know how you feelin. i wish i could hug you,neutral
"It would help me to better schedule my tasks if the feature to repeat a task could be made to be more fluid, i.e. instead of only allowing users to key in ""every week"", ""every day"" etc., it would be better if it allows ""Aug 28, Oct 5, Nov 11"" .",neutral
" Every time I succeed with a code, I get 'We`re Sorry. Your Credit Card Has Been Declined at this time.'",negative
Love it it only thing lacking is just some ideas to motivate me what should i do,positive
just woke up. Happy Mommy`s Day to everyone`s mom and grandma!,positive
"  not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...",neutral
"I like the concept, but the execution needs work. In my experience, the app was laggy non-responsive at times which made the experience of creating and managing tasks tedious.",negative
 is nto milk deffo!,neutral
I'm changing my rating from 5 to 2. I've used this app for many years and I love it. It's a great app! But they have recently added add on videos (skippable but still 5 seconds long.. ) after you've created or closed an event in your calendar app. It's really annoying and disgusting because you don't have time watching adds when you want to add a couple of events everyday in you schedule... You've went to far Business Calendar 2...,negative
 ****. it should be recoverable. it`s just the boot part that`s messed up. grr argh. my business was on there.,negative
_babsi there`s a manual process... but it`s taking 4ever on my outlook database... pffff. crappy msft product,negative
 i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U,positive
Dont have a microsoft account,neutral
i hope it doesnt rain tonight tomorrow my fam. comes to visit swimming pool and carne asada  if it rains the pool is going to be dirty,positive
"Just got back from work, OT na naman. What`s new?",neutral
Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme,neutral
 me too.,neutral
"sup guys, just downloaded tweetdeck, gettin a move on right now : D tweet me some nice clothes sits or summat  x",positive
" Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!",neutral
" i`ve heard that ST isn`t true imax- shot at 1828x1556 and blown up to 4096, still- nice big screen!",positive
omg. The commercials alone on ESPN are going to drive me nuts.,negative
Just sittin here waitin for my coffee to be full grown on farm town before going to bed,neutral
Just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan!,neutral
Helped get my life in a bit more order. It could still use some tweaking. 8/10,positive
" And a good morning to you!  Up early with a bad conscience, trying to make up for taking a day off yesterday, are we? :p",neutral
"Generally good but has issues, adding a subtask is just weird - why they can't do what wunderlist does with a place to add or a button, and it's all a bit sluggish with some redraw problems. But it has some great ideas to it, so maybe it'll be good in time.",neutral
"This application which I used thoroughly, and this application seriously deserves 5 stars ✨. I have given 4 stars because it don't have multiple user merged account in it. Which helps our 4 members of family to write their to-do in a single place.",positive
 I`m currently using MicroPlaza which I found via a link in the comments on your blog  http://bit.ly/ABRJp,neutral
" I need horror to be lovecraftian actually, not enough weird horror movies.",negative
i feel some type of way cause im not talkin to anyone...,neutral
 I used to row in high school and just found out there is a rowing club ten minutes away from me so I thought I should sign up,neutral
 I can hear it now...,neutral
 i LOVE your hat! so cool. that looks like it was a fun day.  and i love that you used the word 'crikey' just now!!,positive
Now I remembered the password,neutral
"Use twitter, quit life",neutral
 salt and vinegar,neutral
"Fantastic app, great layout and super helpful. Editing entire routines can still be a bit cumbersome, but it's better than any other routine/calendar/daily scheduling app I've used.",positive
"It started out so lovely this morning, now looks like it`s gonna chuck it down",positive
"    Shiv, his place, slowly I hope",positive
"_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don`t know if i like it, i`ll wait till i get your opinion",neutral
 awlll mann  we should meet up this summa or something!,neutral
_J We`re in the same boat.,neutral
 Bad times for everyone  Whywhywhy do we have to write essays  No fair!,negative
Pissing annoying date stamp on all my pictures. Wish I`d remembered to turn it off.,negative
 haha Mon...Do you really want me too send it?,neutral
the puppy shall loose his um... manly parts today  poor guy....,negative
 sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,negative
ughhh have a tummy ache,negative
haciendo mi primer app con Thin + Rack + some crazy stuff...,positive
I have appointments on the internal calendar that don't show on here. This includes new ones and ones I made months ago. No point in using this if I have to check another app to find all of my appointments.,neutral
This app haas hekped me changed my life. I definitely recommend,positive
 interesting to see the differing accounts. mandy is always VERY pc in all her accounts. her robbie is a monk!,neutral
Mothers day isnt until the 31th here in sweden.But thnx for the pm`s,positive
what am i doing? what can i do?,neutral
nachos and the tudors? i think so,neutral
"I have the pro version. Its almost perfect, but, there needs to be an automatic option, for a tree to automatically start planting at a certain time. For someone with distraction issues, like me, the notifications aren't enough, and they're inconsistent",neutral
"We need an option to send and link a task with other people, i.e sending it to them via email. This then should automatically update on your account when the other person makes changed to that specific task.",neutral
Omfg.lmao.lassetti was right... those bangs did look bad.  lmao,neutral
" Ooooh, I`m jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",negative
 Good morning! I certainly did,neutral
 I haven`t had a good homemade flour tortilla in ages.,negative
 I guess you will find out shortly.,neutral
_fisher Hey!! How are u??did u got my reply??,neutral
It's good. But you can only have 5 habits to track. If you want more... $$$ in displease because it's like a demo... :( but nobody tells you.,neutral
is going to sleep then on a bike ride:],positive
i dont feel good! sick to my stomach,negative
Didn`t get to hang out with kaitlyn.,neutral
is excited for tonight`s party of ron  http://plurk.com/p/sujth,positive
Helpful for planning.,positive
Sooo tired and have a headache-all self inflicted of course! Good times though,neutral
"been busy at work, now must run before traffic is too bad.",neutral
"Love song for the night, 'Then' by Brad Paisley.  Happy Mother`s Day   Love & Light ~ Joy",positive
im almost to 300 updates. 200 more to goo,neutral
I burnt my arm.  (just thought you should know),negative
"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",positive
"Any.do is one of the best productivity app, I've made my whole family download it!",positive
  Thanks for the greeting,positive
I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,negative
"Our jazz band freakin` KICKED ****!! Good job, team!",positive
Please make it work offline!!,negative
You should keep recurring tasks for free. That is the only reason I left using your app four years ago and started to use google keep. Everything else is great.,positive
hoping to hear from you all soon,positive
Becoming undispensable very fast...,positive
